InvoiceNo,ShipmentDate,DeliveryDate,Courier,ShippingCost,Status
541600,2011-01-21,2011-01-26,Hermes,3.11,Delivered
541601,2011-01-20,2011-01-22,FedEx,5.49,Delivered
541602,2011-01-19,2011-01-21,Hermes,6.91,Delivered
C541603,2011-01-19,2011-01-20,Hermes,9.07,Delivered
541604,2011-01-19,2011-01-21,UPS,4.18,Delivered
541605,2011-01-20,2011-01-21,Hermes,3.76,Delivered
541606,2011-01-21,2011-01-28,DHL,3.85,Delivered
541607,2011-01-22,2011-01-28,DHL,6.26,Delivered
541608,2011-01-22,2011-01-28,FedEx,5.35,Delivered
541609,2011-01-22,2011-01-25,FedEx,1.99,Delivered
541610,2011-01-21,2011-01-22,UPS,6.01,Delivered
541611,2011-01-21,2011-01-26,Hermes,5.31,Delivered
541615,2011-01-21,2011-01-27,DHL,3.83,Delivered
541631,2011-01-21,2011-01-22,Hermes,9.97,Delivered
541631,2011-01-20,2011-01-26,UPS,7.0,Delivered
C541641,2011-01-21,2011-01-27,Hermes,8.66,Delivered
541648,2011-01-20,2011-01-24,Hermes,1.12,Delivered
541649,2011-01-21,2011-01-26,UPS,3.71,Delivered
C541650,2011-01-20,2011-01-21,DHL,5.93,Delivered
C541651,2011-01-22,2011-01-24,Hermes,3.65,Delivered
541652,2011-01-22,2011-01-26,Hermes,1.12,Delivered
C541653,2011-01-22,2011-01-28,Hermes,4.78,Delivered
C541654,2011-01-21,2011-01-27,FedEx,8.91,Delivered
541655,2011-01-22,2011-01-23,DHL,5.4,Delivered
C541656,2011-01-21,2011-01-22,DHL,7.44,Delivered
541657,2011-01-21,2011-01-23,FedEx,5.46,Delivered
541658,2011-01-20,2011-01-27,DHL,4.54,Delivered
541659,2011-01-22,2011-01-23,Royal Mail,3.32,Delivered
541660,2011-01-21,2011-01-24,Royal Mail,2.72,Delivered
541664,2011-01-22,2011-01-27,FedEx,4.64,Delivered
541669,2011-01-22,2011-01-25,FedEx,2.98,Delivered
541670,2011-01-20,2011-01-26,Royal Mail,5.63,Delivered
541671,2011-01-21,2011-01-23,FedEx,3.74,Delivered
541672,2011-01-20,2011-01-25,Hermes,7.6,Delivered
541673,2011-01-21,2011-01-27,FedEx,7.05,Delivered
C541674,2011-01-22,2011-01-28,Hermes,1.5,Delivered
541675,2011-01-20,2011-01-23,FedEx,3.84,Delivered
541676,2011-01-20,2011-01-25,UPS,5.81,Delivered
541677,2011-01-22,2011-01-26,FedEx,6.2,Delivered
541678,2011-01-20,2011-01-24,Royal Mail,2.78,Delivered
541679,2011-01-20,2011-01-22,Hermes,5.06,Delivered
541680,2011-01-21,2011-01-27,DHL,4.75,Delivered
541681,2011-01-20,2011-01-22,UPS,4.67,Delivered
541682,2011-01-22,2011-01-27,DHL,5.7,Delivered
541683,2011-01-20,2011-01-24,UPS,5.33,Delivered
541684,2011-01-20,2011-01-26,Hermes,7.17,Delivered
541685,2011-01-20,2011-01-25,Royal Mail,7.53,Delivered
541686,2011-01-21,2011-01-25,Royal Mail,5.25,Delivered
541687,2011-01-22,2011-01-23,DHL,5.21,Delivered
C541688,2011-01-20,2011-01-27,Royal Mail,4.48,Delivered
C541689,2011-01-22,2011-01-23,Royal Mail,9.7,Delivered
541690,2011-01-20,2011-01-25,FedEx,5.51,Delivered
C541691,2011-01-20,2011-01-24,Hermes,4.33,Delivered
541692,2011-01-21,2011-01-28,DHL,4.19,Delivered
C541693,2011-01-20,2011-01-21,Hermes,7.14,Delivered
C541694,2011-01-22,2011-01-25,Hermes,7.67,Delivered
541695,2011-01-20,2011-01-25,FedEx,7.61,Delivered
541696,2011-01-20,2011-01-25,UPS,7.77,Delivered
541697,2011-01-20,2011-01-22,UPS,8.43,Delivered
541698,2011-01-21,2011-01-23,FedEx,4.2,Delivered
541699,2011-01-23,2011-01-27,Royal Mail,3.81,Delivered
541700,2011-01-22,2011-01-24,Royal Mail,5.8,Delivered
C541701,2011-01-22,2011-01-25,Royal Mail,9.94,Delivered
541702,2011-01-23,2011-01-26,Royal Mail,2.09,Delivered
541703,2011-01-21,2011-01-22,Hermes,8.5,Delivered
C541704,2011-01-21,2011-01-23,UPS,2.34,Delivered
C541705,2011-01-23,2011-01-27,DHL,4.48,Delivered
541706,2011-01-23,2011-01-29,FedEx,3.83,Delivered
C541707,2011-01-21,2011-01-24,UPS,3.84,Delivered
541708,2011-01-23,2011-01-26,FedEx,6.17,Delivered
541709,2011-01-21,2011-01-28,Royal Mail,2.07,Delivered
C541710,2011-01-21,2011-01-28,DHL,4.15,Delivered
541711,2011-01-23,2011-01-30,UPS,6.8,Delivered
541712,2011-01-21,2011-01-22,Hermes,2.11,Delivered
541732,2011-01-21,2011-01-22,FedEx,6.42,Delivered
C541735,2011-01-21,2011-01-23,UPS,3.6,Delivered
541756,2011-01-22,2011-01-28,UPS,6.87,Delivered
541782,2011-01-23,2011-01-30,FedEx,8.1,Delivered
C541779,2011-01-21,2011-01-25,UPS,8.67,Delivered
541783,2011-01-23,2011-01-27,Hermes,2.59,Delivered
541784,2011-01-21,2011-01-25,Royal Mail,4.48,Delivered
541785,2011-01-23,2011-01-29,UPS,1.59,Delivered
C541786,2011-01-23,2011-01-25,Royal Mail,4.42,Delivered
C541787,2011-01-21,2011-01-24,Royal Mail,6.13,Delivered
541788,2011-01-22,2011-01-27,UPS,8.73,Delivered
541789,2011-01-21,2011-01-22,Royal Mail,6.61,Delivered
541791,2011-01-21,2011-01-24,UPS,4.0,Delivered
C541790,2011-01-21,2011-01-28,Hermes,9.35,Delivered
541792,2011-01-21,2011-01-23,DHL,4.22,Delivered
541793,2011-01-21,2011-01-27,DHL,7.29,Delivered
541794,2011-01-21,2011-01-25,Royal Mail,7.07,Delivered
541795,2011-01-23,2011-01-27,FedEx,5.89,Delivered
541796,2011-01-23,2011-01-24,UPS,5.32,Delivered
541797,2011-01-23,2011-01-30,DHL,6.87,Delivered
541798,2011-01-21,2011-01-23,Royal Mail,5.36,Delivered
541799,2011-01-21,2011-01-26,UPS,5.75,Delivered
541800,2011-01-23,2011-01-25,Hermes,6.03,Delivered
541801,2011-01-23,2011-01-26,UPS,3.46,Delivered
541802,2011-01-23,2011-01-29,Royal Mail,5.96,Delivered
541808,2011-01-22,2011-01-23,DHL,7.67,Delivered
541809,2011-01-23,2011-01-30,DHL,6.06,Delivered
541809,2011-01-23,2011-01-25,Royal Mail,3.33,Delivered
541810,2011-01-22,2011-01-27,FedEx,6.27,Delivered
541811,2011-01-23,2011-01-28,FedEx,4.47,Delivered
541812,2011-01-21,2011-01-24,Royal Mail,2.97,Delivered
541813,2011-01-23,2011-01-27,DHL,4.91,Delivered
541814,2011-01-21,2011-01-23,UPS,2.98,Delivered
541815,2011-01-21,2011-01-28,Hermes,4.37,Delivered
541816,2011-01-23,2011-01-27,UPS,4.51,Delivered
541816,2011-01-22,2011-01-28,UPS,5.56,Delivered
C541817,2011-01-22,2011-01-28,UPS,3.94,Delivered
C541818,2011-01-21,2011-01-24,Royal Mail,6.5,Delivered
C541821,2011-01-22,2011-01-23,DHL,6.16,Delivered
C541822,2011-01-22,2011-01-24,Hermes,6.08,Delivered
C541823,2011-01-21,2011-01-28,FedEx,5.86,Delivered
C541824,2011-01-21,2011-01-26,DHL,4.67,Delivered
C541825,2011-01-22,2011-01-23,Hermes,4.61,Delivered
C541826,2011-01-23,2011-01-24,Hermes,7.29,Delivered
541827,2011-01-21,2011-01-24,Royal Mail,4.81,Delivered
C541828,2011-01-22,2011-01-23,FedEx,5.05,Delivered
C541829,2011-01-23,2011-01-25,FedEx,0.0,Delivered
541830,2011-01-22,2011-01-28,FedEx,8.07,Delivered
C541831,2011-01-21,2011-01-24,UPS,4.49,Delivered
541832,2011-01-23,2011-01-28,Royal Mail,1.55,Delivered
C541833,2011-01-21,2011-01-26,UPS,4.95,Delivered
C541834,2011-01-22,2011-01-27,Royal Mail,4.71,Delivered
541835,2011-01-24,2011-01-25,Royal Mail,6.11,Delivered
541836,2011-01-25,2011-01-27,DHL,6.03,Delivered
541837,2011-01-25,2011-01-27,Hermes,2.27,Delivered
541838,2011-01-25,2011-01-31,Hermes,2.32,Delivered
541839,2011-01-24,2011-01-28,DHL,1.24,Delivered
541840,2011-01-24,2011-01-27,FedEx,1.61,Delivered
541841,2011-01-23,2011-01-29,UPS,1.68,Delivered
541842,2011-01-23,2011-01-25,Hermes,1.06,Delivered
541843,2011-01-25,2011-01-31,UPS,1.87,Delivered
541844,2011-01-23,2011-01-30,Royal Mail,7.53,Delivered
541845,2011-01-25,2011-02-01,Royal Mail,8.16,Delivered
541846,2011-01-24,2011-01-25,UPS,3.18,Delivered
541847,2011-01-23,2011-01-24,FedEx,9.3,Delivered
541848,2011-01-25,2011-01-28,FedEx,6.06,Delivered
541849,2011-01-24,2011-01-27,UPS,5.67,Delivered
541849,2011-01-24,2011-01-31,UPS,4.35,Delivered
541850,2011-01-23,2011-01-28,UPS,4.11,Delivered
541851,2011-01-23,2011-01-26,FedEx,1.8,Delivered
C541852,2011-01-25,2011-01-27,UPS,7.3,Delivered
541853,2011-01-24,2011-01-29,Hermes,6.85,Delivered
541854,2011-01-25,2011-01-29,Hermes,4.43,Delivered
541855,2011-01-24,2011-01-27,Royal Mail,2.91,Delivered
541856,2011-01-25,2011-02-01,DHL,3.02,Delivered
541857,2011-01-25,2011-02-01,Hermes,8.91,Delivered
541858,2011-01-24,2011-01-28,DHL,5.2,Delivered
541859,2011-01-25,2011-01-29,Royal Mail,5.69,Delivered
541860,2011-01-25,2011-01-26,FedEx,9.01,Delivered
C541861,2011-01-24,2011-01-28,Hermes,6.81,Delivered
541862,2011-01-23,2011-01-25,Royal Mail,3.69,Delivered
C541863,2011-01-24,2011-01-31,UPS,5.56,Delivered
541864,2011-01-24,2011-01-27,Hermes,6.7,Delivered
541865,2011-01-25,2011-01-27,UPS,6.66,Delivered
541866,2011-01-26,2011-01-28,UPS,6.45,Delivered
541867,2011-01-24,2011-01-30,DHL,4.78,Delivered
C541868,2011-01-26,2011-02-02,UPS,5.46,Delivered
541869,2011-01-24,2011-01-31,FedEx,6.36,Delivered
541870,2011-01-24,2011-01-25,DHL,0.0,Delivered
541871,2011-01-24,2011-01-31,UPS,4.65,Delivered
541872,2011-01-24,2011-01-26,Royal Mail,7.82,Delivered
541873,2011-01-25,2011-01-29,Royal Mail,4.06,Delivered
541874,2011-01-25,2011-01-30,DHL,8.01,Delivered
541875,2011-01-26,2011-01-29,DHL,5.43,Delivered
541876,2011-01-25,2011-01-28,FedEx,4.23,Delivered
541877,2011-01-24,2011-01-26,FedEx,7.14,Delivered
541878,2011-01-26,2011-02-01,DHL,4.18,Delivered
541879,2011-01-26,2011-01-30,FedEx,7.22,Delivered
541880,2011-01-24,2011-01-29,Hermes,3.64,Delivered
541881,2011-01-24,2011-01-25,Hermes,3.68,Delivered
541882,2011-01-26,2011-02-01,FedEx,3.82,Delivered
541883,2011-01-24,2011-01-26,UPS,7.15,Delivered
541884,2011-01-25,2011-01-26,UPS,4.05,Delivered
C541885,2011-01-25,2011-01-30,Royal Mail,9.78,Delivered
541886,2011-01-24,2011-01-30,UPS,4.65,Delivered
C541897,2011-01-26,2011-01-31,Royal Mail,8.22,Delivered
541903,2011-01-24,2011-01-28,Hermes,5.75,Delivered
541916,2011-01-24,2011-01-29,UPS,5.29,Delivered
541919,2011-01-24,2011-01-30,Hermes,6.34,Delivered
541932,2011-01-24,2011-01-27,FedEx,9.24,Delivered
541946,2011-01-26,2011-02-02,Royal Mail,5.43,Delivered
541947,2011-01-26,2011-01-30,UPS,3.4,Delivered
541948,2011-01-26,2011-01-30,Hermes,5.96,Delivered
541949,2011-01-25,2011-01-26,DHL,3.13,Delivered
541950,2011-01-26,2011-01-31,DHL,5.49,Delivered
C541959,2011-01-26,2011-01-30,UPS,4.36,Delivered
541960,2011-01-26,2011-01-30,FedEx,7.87,Delivered
541962,2011-01-26,2011-01-31,Royal Mail,8.62,Delivered
C541961,2011-01-24,2011-01-25,Royal Mail,4.89,Delivered
541963,2011-01-26,2011-01-30,Royal Mail,1.66,Delivered
C541964,2011-01-26,2011-01-27,UPS,5.08,Delivered
541965,2011-01-26,2011-01-31,Royal Mail,3.07,Delivered
541966,2011-01-24,2011-01-26,UPS,1.6,Delivered
541967,2011-01-26,2011-01-30,Royal Mail,5.76,Delivered
541968,2011-01-24,2011-01-27,UPS,7.12,Delivered
541969,2011-01-25,2011-02-01,UPS,6.94,Delivered
541970,2011-01-24,2011-01-29,FedEx,5.09,Delivered
541971,2011-01-25,2011-01-31,FedEx,3.48,Delivered
541972,2011-01-25,2011-01-31,DHL,9.04,Delivered
541973,2011-01-24,2011-01-28,Royal Mail,6.15,Delivered
541974,2011-01-25,2011-02-01,Hermes,5.11,Delivered
541975,2011-01-26,2011-01-31,FedEx,2.42,Delivered
541976,2011-01-25,2011-01-27,Hermes,9.35,Delivered
541977,2011-01-25,2011-01-27,Hermes,2.69,Delivered
541978,2011-01-26,2011-01-30,DHL,2.04,Delivered
541979,2011-01-26,2011-01-30,DHL,3.56,Delivered
541980,2011-01-24,2011-01-28,DHL,6.0,Delivered
541981,2011-01-24,2011-01-30,DHL,2.18,Delivered
541982,2011-01-25,2011-02-01,FedEx,4.92,Delivered
541983,2011-01-26,2011-01-28,FedEx,5.25,Delivered
541984,2011-01-25,2011-01-26,Hermes,5.85,Delivered
541985,2011-01-24,2011-01-25,Hermes,3.81,Delivered
541986,2011-01-24,2011-01-29,UPS,0.66,Delivered
541987,2011-01-24,2011-01-30,DHL,7.82,Delivered
541988,2011-01-26,2011-01-28,DHL,4.7,Delivered
541989,2011-01-27,2011-01-29,FedEx,6.32,Delivered
541990,2011-01-27,2011-02-03,UPS,8.6,Delivered
541991,2011-01-26,2011-02-01,Royal Mail,4.27,Delivered
541992,2011-01-27,2011-01-28,Hermes,9.62,Delivered
541993,2011-01-25,2011-01-26,UPS,5.92,Delivered
C541994,2011-01-25,2011-01-28,FedEx,4.55,Delivered
541995,2011-01-25,2011-01-26,Royal Mail,3.11,Delivered
541996,2011-01-25,2011-01-29,Royal Mail,5.07,Delivered
541997,2011-01-26,2011-02-02,Royal Mail,3.02,Delivered
541998,2011-01-27,2011-01-28,DHL,6.19,Delivered
541999,2011-01-27,2011-01-31,UPS,7.18,Delivered
542000,2011-01-26,2011-02-02,DHL,3.19,Delivered
542001,2011-01-25,2011-01-28,Royal Mail,7.41,Delivered
542002,2011-01-27,2011-02-01,Royal Mail,3.33,Delivered
542003,2011-01-25,2011-01-28,FedEx,2.25,Delivered
542004,2011-01-27,2011-01-28,DHL,5.28,Delivered
542005,2011-01-27,2011-02-02,FedEx,6.17,Delivered
542006,2011-01-25,2011-01-30,Royal Mail,4.42,Delivered
542025,2011-01-27,2011-02-01,DHL,5.4,Delivered
542026,2011-01-25,2011-01-26,FedEx,6.86,Delivered
C542032,2011-01-25,2011-01-27,Royal Mail,4.34,Delivered
C542038,2011-01-26,2011-01-29,UPS,0.3,Delivered
542057,2011-01-25,2011-01-26,FedEx,4.24,Delivered
542058,2011-01-26,2011-02-01,UPS,2.19,Delivered
542059,2011-01-26,2011-01-31,UPS,6.34,Delivered
C542060,2011-01-25,2011-01-31,FedEx,4.29,Delivered
542065,2011-01-26,2011-01-27,Hermes,5.71,Delivered
C542078,2011-01-25,2011-02-01,DHL,2.44,Delivered
542079,2011-01-27,2011-01-31,UPS,6.56,Delivered
542080,2011-01-27,2011-01-30,FedEx,3.59,Delivered
542081,2011-01-27,2011-01-28,Hermes,4.01,Delivered
C542082,2011-01-26,2011-01-29,Royal Mail,5.9,Delivered
542083,2011-01-26,2011-01-28,Royal Mail,6.48,Delivered
542084,2011-01-26,2011-01-29,Hermes,4.6,Delivered
542085,2011-01-27,2011-02-01,FedEx,4.21,Delivered
C542086,2011-01-26,2011-01-30,DHL,5.59,Delivered
542087,2011-01-26,2011-01-28,Royal Mail,5.42,Delivered
C542088,2011-01-25,2011-02-01,FedEx,6.88,Delivered
542090,2011-01-25,2011-01-26,FedEx,3.8,Delivered
C542089,2011-01-25,2011-01-29,Hermes,2.06,Delivered
C542091,2011-01-26,2011-01-28,Hermes,6.49,Delivered
C542092,2011-01-25,2011-01-30,DHL,5.66,Delivered
542093,2011-01-25,2011-01-30,FedEx,3.98,Delivered
C542094,2011-01-27,2011-01-28,Hermes,0.27,Delivered
C542095,2011-01-27,2011-01-31,UPS,4.27,Delivered
542096,2011-01-25,2011-01-26,UPS,6.6,Delivered
C542097,2011-01-26,2011-01-27,FedEx,4.09,Delivered
542098,2011-01-25,2011-01-30,FedEx,5.49,Delivered
542099,2011-01-27,2011-01-31,DHL,3.55,Delivered
542100,2011-01-27,2011-02-03,Hermes,4.24,Delivered
C542101,2011-01-25,2011-01-29,FedEx,8.55,Delivered
542102,2011-01-25,2011-01-30,Hermes,8.83,Delivered
542103,2011-01-25,2011-01-28,Royal Mail,5.81,Delivered
C542104,2011-01-26,2011-02-01,FedEx,5.38,Delivered
542105,2011-01-26,2011-01-29,FedEx,2.93,Delivered
542106,2011-01-26,2011-01-30,Hermes,6.49,Delivered
542107,2011-01-25,2011-01-29,FedEx,4.27,Delivered
542108,2011-01-27,2011-01-28,FedEx,2.92,Delivered
542109,2011-01-27,2011-01-28,Royal Mail,5.61,Delivered
542110,2011-01-25,2011-01-26,FedEx,8.69,Delivered
542111,2011-01-27,2011-02-02,UPS,5.13,Delivered
542112,2011-01-27,2011-02-03,FedEx,5.85,Delivered
542113,2011-01-27,2011-01-28,Royal Mail,4.79,Delivered
542114,2011-01-25,2011-01-26,FedEx,8.5,Delivered
542115,2011-01-25,2011-01-28,FedEx,3.65,Delivered
542121,2011-01-26,2011-01-29,DHL,1.72,Delivered
542122,2011-01-25,2011-01-30,UPS,6.28,Delivered
542123,2011-01-25,2011-02-01,Hermes,6.2,Delivered
542124,2011-01-26,2011-02-01,UPS,3.81,Delivered
542125,2011-01-25,2011-01-30,UPS,2.88,Delivered
542126,2011-01-27,2011-01-31,FedEx,3.59,Delivered
542127,2011-01-25,2011-01-26,FedEx,7.92,Delivered
542128,2011-01-26,2011-02-01,Royal Mail,2.71,Delivered
542129,2011-01-25,2011-01-31,DHL,8.03,Delivered
542130,2011-01-27,2011-01-28,Royal Mail,5.69,Delivered
542131,2011-01-25,2011-01-31,DHL,4.88,Delivered
542132,2011-01-26,2011-02-02,UPS,5.36,Delivered
542133,2011-01-25,2011-02-01,Hermes,5.87,Delivered
542134,2011-01-27,2011-02-01,FedEx,5.11,Delivered
542135,2011-01-26,2011-02-01,DHL,3.27,Delivered
542136,2011-01-27,2011-01-28,DHL,5.37,Delivered
542137,2011-01-26,2011-02-02,Hermes,6.87,Delivered
C542138,2011-01-27,2011-01-29,UPS,5.61,Delivered
C542139,2011-01-25,2011-01-31,FedEx,6.49,Delivered
C542140,2011-01-27,2011-02-02,Royal Mail,7.46,Delivered
542141,2011-01-28,2011-01-29,DHL,8.27,Delivered
542142,2011-01-26,2011-01-30,DHL,4.76,Delivered
542143,2011-01-28,2011-02-01,FedEx,7.26,Delivered
542145,2011-01-27,2011-01-28,Hermes,6.84,Delivered
542146,2011-01-26,2011-01-30,Hermes,6.07,Delivered
542147,2011-01-27,2011-02-01,FedEx,6.51,Delivered
542148,2011-01-26,2011-01-27,UPS,5.52,Delivered
542149,2011-01-28,2011-02-01,DHL,4.45,Delivered
542151,2011-01-28,2011-01-31,Hermes,6.95,Delivered
C542150,2011-01-28,2011-02-01,Hermes,2.24,Delivered
542152,2011-01-28,2011-01-30,Royal Mail,6.23,Delivered
542153,2011-01-26,2011-01-27,Royal Mail,7.07,Delivered
542154,2011-01-26,2011-01-27,Hermes,3.4,Delivered
542155,2011-01-26,2011-01-29,DHL,7.3,Delivered
542156,2011-01-27,2011-01-31,UPS,2.91,Delivered
542174,2011-01-26,2011-01-28,FedEx,3.78,Delivered
542192,2011-01-26,2011-01-29,FedEx,5.04,Delivered
542207,2011-01-28,2011-02-02,FedEx,4.91,Delivered
542208,2011-01-28,2011-02-03,Hermes,4.11,Delivered
542212,2011-01-27,2011-02-02,FedEx,6.83,Delivered
542213,2011-01-26,2011-01-29,Royal Mail,2.56,Delivered
542214,2011-01-26,2011-01-28,FedEx,5.89,Delivered
542215,2011-01-26,2011-02-01,UPS,4.35,Delivered
542216,2011-01-27,2011-01-30,Royal Mail,5.69,Delivered
542217,2011-01-26,2011-01-28,Royal Mail,6.41,Delivered
542217,2011-01-28,2011-01-31,UPS,2.99,Delivered
542219,2011-01-26,2011-01-30,Royal Mail,3.84,Delivered
C542218,2011-01-26,2011-02-02,Royal Mail,0.0,Delivered
542220,2011-01-26,2011-01-31,Hermes,2.5,Delivered
542221,2011-01-26,2011-02-02,DHL,5.15,Delivered
542222,2011-01-28,2011-01-31,UPS,4.09,Delivered
542223,2011-01-27,2011-02-02,FedEx,6.54,Delivered
542224,2011-01-27,2011-01-30,FedEx,4.9,Delivered
542225,2011-01-27,2011-01-28,FedEx,4.43,Delivered
542226,2011-01-28,2011-02-04,Hermes,6.71,Delivered
542227,2011-01-27,2011-01-28,FedEx,3.73,Delivered
542228,2011-01-26,2011-01-28,UPS,2.03,Delivered
542229,2011-01-26,2011-02-01,DHL,4.69,Delivered
542230,2011-01-28,2011-02-03,UPS,5.39,Delivered
542231,2011-01-27,2011-01-29,Royal Mail,6.72,Delivered
C542232,2011-01-28,2011-01-29,FedEx,9.67,Delivered
542233,2011-01-28,2011-02-03,Hermes,6.76,Delivered
542234,2011-01-28,2011-01-30,FedEx,3.71,Delivered
542235,2011-01-28,2011-01-31,FedEx,3.39,Delivered
542236,2011-01-27,2011-01-30,DHL,6.31,Delivered
542237,2011-01-26,2011-01-31,Hermes,3.87,Delivered
542238,2011-01-26,2011-01-30,UPS,1.38,Delivered
542239,2011-01-28,2011-02-04,FedEx,3.74,Delivered
542240,2011-01-27,2011-02-02,DHL,10.13,Delivered
542241,2011-01-27,2011-02-02,DHL,3.36,Delivered
542242,2011-01-28,2011-02-03,DHL,4.76,Delivered
542243,2011-01-27,2011-01-31,FedEx,6.54,Delivered
C542244,2011-01-27,2011-01-28,DHL,5.66,Delivered
C542245,2011-01-27,2011-02-03,Hermes,6.65,Delivered
542246,2011-01-26,2011-01-30,FedEx,6.62,Delivered
542247,2011-01-28,2011-02-04,Royal Mail,6.04,Delivered
542252,2011-01-27,2011-02-03,Hermes,5.34,Delivered
542253,2011-01-28,2011-02-04,Hermes,5.48,Delivered
542254,2011-01-27,2011-01-29,DHL,5.7,Delivered
542255,2011-01-27,2011-02-01,Royal Mail,4.87,Delivered
C542256,2011-01-27,2011-01-29,UPS,5.49,Delivered
C542257,2011-01-27,2011-01-31,Royal Mail,8.52,Delivered
542258,2011-01-28,2011-01-31,DHL,2.2,Delivered
C542259,2011-01-28,2011-02-01,FedEx,5.37,Delivered
C542260,2011-01-26,2011-01-29,DHL,3.97,Delivered
C542261,2011-01-27,2011-02-01,DHL,4.73,Delivered
C542262,2011-01-28,2011-02-03,UPS,5.8,Delivered
C542263,2011-01-28,2011-01-30,UPS,5.77,Delivered
C542264,2011-01-26,2011-01-28,Hermes,1.29,Delivered
542265,2011-01-27,2011-02-02,FedEx,1.96,Delivered
542266,2011-01-27,2011-01-31,FedEx,4.93,Delivered
542267,2011-01-27,2011-01-31,UPS,7.16,Delivered
542268,2011-01-29,2011-01-30,UPS,4.47,Delivered
542269,2011-01-27,2011-02-03,DHL,3.73,Delivered
C542270,2011-01-27,2011-02-01,Hermes,3.88,Delivered
C542271,2011-01-28,2011-01-30,Hermes,2.51,Delivered
542272,2011-01-28,2011-01-29,UPS,4.31,Delivered
C542273,2011-01-27,2011-01-31,Royal Mail,1.7,Delivered
542274,2011-01-29,2011-02-02,Royal Mail,5.79,Delivered
542275,2011-01-27,2011-01-28,FedEx,6.39,Delivered
542276,2011-01-28,2011-02-02,Royal Mail,2.46,Delivered
542277,2011-01-28,2011-02-02,UPS,3.54,Delivered
542278,2011-01-27,2011-02-02,Hermes,1.28,Delivered
542284,2011-01-29,2011-02-03,Royal Mail,4.28,Delivered
542303,2011-01-29,2011-02-04,UPS,2.7,Delivered
542320,2011-01-27,2011-01-29,DHL,4.46,Delivered
542344,2011-01-27,2011-02-03,UPS,6.64,Delivered
542345,2011-01-29,2011-02-04,DHL,5.01,Delivered
C542346,2011-01-29,2011-01-30,Hermes,5.01,Delivered
542347,2011-01-27,2011-01-29,DHL,5.36,Delivered
C542348,2011-01-29,2011-02-02,UPS,5.27,Delivered
542349,2011-01-27,2011-01-28,FedEx,0.3,Delivered
542350,2011-01-27,2011-02-03,Hermes,8.22,Delivered
542351,2011-01-28,2011-02-04,Hermes,3.34,Delivered
C542352,2011-01-29,2011-01-30,UPS,1.4,Delivered
542353,2011-01-27,2011-02-02,Royal Mail,6.47,Delivered
542354,2011-01-29,2011-01-31,DHL,8.39,Delivered
542355,2011-01-29,2011-02-04,Hermes,5.7,Delivered
542360,2011-01-28,2011-02-03,Royal Mail,7.18,Delivered
542361,2011-01-29,2011-02-02,FedEx,4.01,Delivered
542362,2011-01-29,2011-02-05,Royal Mail,3.27,Delivered
542363,2011-01-28,2011-02-01,UPS,5.97,Delivered
542364,2011-01-27,2011-02-01,UPS,6.31,Delivered
542365,2011-01-27,2011-02-01,FedEx,7.83,Delivered
C542366,2011-01-29,2011-02-03,UPS,5.62,Delivered
542367,2011-01-27,2011-01-30,DHL,1.86,Delivered
542368,2011-01-28,2011-01-29,DHL,5.64,Delivered
542369,2011-01-28,2011-02-02,Hermes,6.05,Delivered
542370,2011-01-29,2011-02-02,Hermes,9.19,Delivered
542371,2011-01-27,2011-01-29,DHL,3.1,Delivered
542372,2011-01-28,2011-02-01,DHL,7.56,Delivered
542373,2011-01-28,2011-02-04,FedEx,5.67,Delivered
542374,2011-01-29,2011-02-02,UPS,4.65,Delivered
542375,2011-01-28,2011-02-02,DHL,0.93,Delivered
C542376,2011-01-29,2011-02-03,FedEx,2.89,Delivered
542377,2011-01-27,2011-02-02,FedEx,2.76,Delivered
542378,2011-01-29,2011-02-03,UPS,3.6,Delivered
542379,2011-01-27,2011-01-28,Royal Mail,5.7,Delivered
542380,2011-01-27,2011-02-02,Royal Mail,4.06,Delivered
542381,2011-01-28,2011-02-03,UPS,4.35,Delivered
542382,2011-01-29,2011-02-05,DHL,6.3,Delivered
C542383,2011-01-27,2011-01-29,UPS,5.08,Delivered
542384,2011-01-27,2011-01-28,Hermes,2.91,Delivered
C542385,2011-01-28,2011-01-29,Royal Mail,5.44,Delivered
